address,amphoe,cemail1,cfax,cname,cphone,cradio,dataid,entrydate,helipad,hosp_agency,hosp_ambulance,hosp_bed,hosp_bed_expand,hosp_bed_used,hosp_burn,hosp_code_new,hosp_code_old,hosp_morgue,hosp_morgue_used,hosp_oper_room,hosp_oper_room_used,hosp_stroke,hosp_surgery_capa,hosp_trauma,hosp_type,image_attachment_1,image_attachment_2,image_attachment_3,incidentid,label,latitude,longitude,map_label,originator_incident_name,originator_position,postcode,province,report_dt,subscribername,tambol,to_ecg
32/1  หมู่ที่02 ถนน สุวรรณศร,ภาชี,,,,,,618,6/6/2019 6:15:28 PM,,กระทรวงสาธารณสุข,,30,,0,,,10775,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลภาชี,14.44424454795405700000,100.73790751653291000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,ภาชี,ส่วนควบคุมการฝึก (ECG)
88/1 ม.3 ,ลาดบัวหลวง,,,,,,619,6/6/2019 6:15:28 PM,,กระทรวงสาธารณสุข,,60,,0,,,10776,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลลาดบัวหลวง,14.16587100000000000000,100.29946800000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13230,พระนครศรีอยุธยา,,,สามเมือง,ส่วนควบคุมการฝึก (ECG)
100 ม.5 ถ.พหลโยธิน ,วังน้อย,,,,,,620,6/6/2019 6:15:28 PM,,กระทรวงสาธารณสุข,,60,,0,,,10777,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลวังน้อย,14.22627802400000000000,100.69917451000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13170,พระนครศรีอยุธยา,,,ลำไทร,ส่วนควบคุมการฝึก (ECG)
58 ม.1,บางซ้าย,,,,,,621,6/6/2019 6:15:29 PM,,กระทรวงสาธารณสุข,,10,,0,,,10778,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลบางซ้าย,14.31732906591989600000,100.29747163558204000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,บางซ้าย,ส่วนควบคุมการฝึก (ECG)
15 ม.5 ,อุทัย,,,,,,622,6/6/2019 6:15:29 PM,,กระทรวงสาธารณสุข,,10,,0,,,10779,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลอุทัย,14.36110616000000000000,100.64607130000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,อุทัย,ส่วนควบคุมการฝึก (ECG)
224 ม.6 ,มหาราช,,,,,,623,6/6/2019 6:15:29 PM,,กระทรวงสาธารณสุข,,10,,0,,,10780,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลมหาราช,14.53760199000000000000,100.52900076000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,หัวไผ่,ส่วนควบคุมการฝึก (ECG)
165 ม.1,บ้านแพรก,,,,,,624,6/6/2019 6:15:29 PM,,กระทรวงสาธารณสุข,,10,,0,,,10781,,,,,,,,โรงพยาบาลชุมชน,,,,0,โรงพยาบาลบ้านแพรก,14.65438761600000000000,100.58804455000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,บ้านใหม่,ส่วนควบคุมการฝึก (ECG)
-,ลาดบัวหลวง,,,,,,629,6/6/2019 6:15:30 PM,,กระทรวงสาธารณสุข,,0,,0,,,14915,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลลาดบัวหลวง,14.19474176000000000000,100.32185376000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,-,พระนครศรีอยุธยา,,,ลาดบัวหลวง,ส่วนควบคุมการฝึก (ECG)
111 ถ.โรจนะ  ม.3,พระนครศรีอยุธยา,,035-335-555,,035 335 555,,11541,6/17/2019 1:03:22 PM,,เอกชน,0.0,142,,0,,,11806,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลราชธานี,14.3430685,100.60874139999999,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13000,พระนครศรีอยุธยา,6/17/2019 1:02:11 PM,,คลองสวนพลู,ส่วนควบคุมการฝึก (ECG)
34/4 หมู่ 5 ถ.เสนา-อยุธยา,เสนา,,035-289-583,,035-289-572-9,,11542,6/17/2019 1:07:46 PM,,เอกชน,0.0,100,,0,,,14588,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลศุภมิตรเสนา,14.3163754,100.41110270000001,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13110,พระนครศรีอยุธยา,6/17/2019 1:07:05 PM,,บางนมโค,ส่วนควบคุมการฝึก (ECG)
61/9 ถ.สายเอเชีย กม56,บางปะอิน,,,,035-315100-99,,11543,6/17/2019 1:06:07 PM,,เอกชน,0.0,105,,0,,,15096,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลการุญเวช อยุธยา,14.2112696,100.60818310000002,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13160,พระนครศรีอยุธยา,6/17/2019 1:04:25 PM,,คลองจิก,ส่วนควบคุมการฝึก (ECG)
55/5 หมู่ที่6,พระนครศรีอยุธยา,,035-801777,,035-801555,,11544,6/17/2019 1:04:15 PM,,เอกชน,0.0,54,,0,,,23775,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลพีรเวช,14.3825519,100.60698869999999,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13180,พระนครศรีอยุธยา,6/17/2019 1:03:35 PM,,หันตรา,ส่วนควบคุมการฝึก (ECG)
78 ม.3 ถ.โรจนะ,บางปะอิน,,035-249200,,035-249249,,11545,6/17/2019 1:06:57 PM,,เอกชน,0.0,100,,0,,,24681,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลราชธานีโรจนะ,14.300023,100.65538300000003,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13160,พระนครศรีอยุธยา,6/17/2019 1:06:16 PM,,สามเรือน,ส่วนควบคุมการฝึก (ECG)
13/7,อุทัย,,,,035-904478,,11546,6/17/2019 1:10:08 PM,,เอกชน,0.0,2,,0,,,41405,0.0,0.0,0.0,0.0,,,,โรงพยาบาลเอกชน,,,,0,โรงพยาบาลเอเชีย,14.358742,100.66667280000001,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.พระนครศรีอยุธยา,13210,พระนครศรีอยุธยา,6/17/2019 1:07:55 PM,,อุทัย,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,634,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01355,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลศาลาแดง,14.60184482100000000000,100.43342042000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ศาลาแดง,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,635,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01356,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลป่างิ้ว,14.60909092700000000000,100.42509457000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ป่างิ้ว,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,636,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01357,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแห,14.56078459922720600000,100.43139068600794000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บ้านแห,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,637,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01358,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลตลาดกรวด,14.62049768100000000000,100.45734272000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ตลาดกรวด,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,638,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01359,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลมหาดไทย,14.57320819400000000000,100.39016179000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,มหาดไทย,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,639,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01360,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านอิฐ,14.58619927500000000000,100.48248284000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บ้านอิฐ,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,640,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01361,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยาง ตำบลหัวไผ่,14.54724713000000000000,100.46292068000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,หัวไผ่,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,641,6/6/2019 6:15:32 PM,,กระทรวงสาธารณสุข,,0,,0,,,01362,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหัวไผ่,14.55808929700000000000,100.47373859000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,หัวไผ่,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,642,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01363,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลจำปาหล่อ,14.54056849894840100000,100.44947891117454000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,จำปาหล่อ,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,643,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01364,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโพสะ,14.55183936800000000000,100.44831638000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โพสะ,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,644,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01365,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านรี,14.59382552300000000000,100.49422875000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บ้านรี,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,645,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01366,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองวัว,14.56768257306185700000,100.42561275177582000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,คลองวัว,ส่วนควบคุมการฝึก (ECG)
-,เมืองอ่างทอง,,,,,,646,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01367,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลย่านซื่อ,14.60896661400000000000,100.45981008000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ย่านซื่อ,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,647,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01368,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลจรเข้ร้อง,14.66501912000000000000,100.46709538000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,จรเข้ร้อง,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,648,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01369,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลไชยภูมิ,14.71085458000000000000,100.44805706000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ไชยภูมิ,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,649,6/6/2019 6:15:33 PM,,กระทรวงสาธารณสุข,,0,,0,,,01370,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลชัยฤทธิ์,14.64051738000000000000,100.48460484000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ชัยฤทธิ์,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,650,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01371,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลเทวราช,14.64044470923586300000,100.45753062187714000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,เทวราช,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,651,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01372,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลราชสถิตย์,14.68183816180463100000,100.45153319719668000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ราชสถิตย์,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,652,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01373,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหลักฟ้า,14.68037478827467000000,100.46117841878663000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,หลักฟ้า,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,653,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01374,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลชะไว,14.67354556619878300000,100.46677887907379000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ชะไว,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,654,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01375,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเบิก,14.69760774997364200000,100.49416959232781000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ตรีณรงค์,ส่วนควบคุมการฝึก (ECG)
-,ไชโย,,,,,,655,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01376,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลตรีณรงค์,14.67506607000000000000,100.48366606000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ตรีณรงค์,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,656,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01377,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบางปลากด,14.48961136000000000000,100.44805706000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บางปลากด,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,657,6/6/2019 6:15:34 PM,,กระทรวงสาธารณสุข,,0,,0,,,01378,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลป่าโมก,14.51871027000000000000,100.46208501000001000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ป่าโมก,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,658,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01379,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพายทอง,14.50595302550190800000,100.46815484441800000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,สายทอง,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,659,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01380,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลสายทอง,14.52132887755989200000,100.47485232418035000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,สายทอง,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,660,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01381,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโรงช้าง,14.49453501988012900000,100.46247929779099000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โรงช้าง,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,661,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01382,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลนรสิงห์,14.51314838000000000000,100.43150783000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,นรสิงห์,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,662,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01383,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลเอกราช,14.50068944000000000000,100.43200672000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,เอกราช,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,663,6/6/2019 6:15:35 PM,,กระทรวงสาธารณสุข,,0,,0,,,01384,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเลน ,14.44416621942121600000,100.45831650895491000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โผงเผง,ส่วนควบคุมการฝึก (ECG)
-,ป่าโมก,,,,,,664,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01385,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโผงเผง,14.45662127838655000000,100.45655168954010000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โผงเผง,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,665,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01386,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลอินทประมูล,14.64691629700000000000,100.41672301000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,อินทประมูล,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,666,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01387,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบางพลับ,14.63528230000000000000,100.41386322000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บางพลับ,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,667,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01388,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองแม่ไก่,14.70313189300000000000,100.35441885000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,หนองแม่ไก่,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,668,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01389,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์เอน,14.68816597100000000000,100.26910700000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,รำมะสัก,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,669,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01390,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลรำมะสัก,14.68400726000000000000,100.24247646000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,รำมะสัก,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,670,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01391,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบางระกำ,14.69971657200000000000,100.42653490000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บางระกำ,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,671,6/6/2019 6:15:36 PM,,กระทรวงสาธารณสุข,,0,,0,,,01392,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์รังนก,14.61786025000000000000,100.37978532000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โพธิ์รังนก,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,672,6/6/2019 6:15:37 PM,,กระทรวงสาธารณสุข,,0,,0,,,01393,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลองครักษ์,14.73881876079178200000,100.40966763093161000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,องครักษ์,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,673,6/6/2019 6:15:37 PM,,กระทรวงสาธารณสุข,,0,,0,,,01394,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกพุทรา,14.68614943600000000000,100.38466997000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,โคกพุทรา,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,674,6/6/2019 6:15:37 PM,,กระทรวงสาธารณสุข,,0,,0,,,01395,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,สถานีอนามัยเฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี ,14.63754176300000000000,100.30557143000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ยางซ้าย,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,675,6/6/2019 6:15:37 PM,,กระทรวงสาธารณสุข,,0,,0,,,01396,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลยางซ้าย,14.48953967900000000000,100.30525757000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,ยางซ้าย,ส่วนควบคุมการฝึก (ECG)
-,โพธิ์ทอง,,,,,,676,6/6/2019 6:15:37 PM,,กระทรวงสาธารณสุข,,0,,0,,,01397,,,,,,,,โรงพยาบาลส่งเสริมสุขภาพตำบล,,,,0,โรงพยาบาลส่งเสริมสุขภาพตำบลบ่อแร่,14.64685940400000000000,100.38108066000000000000,,*เหตุการณ์สาธารณภัยประจำวัน,ศบก.จ.อ่างทอง,-,อ่างทอง,,,บ่อแร่,ส่วนควบคุมการฝึก (ECG)
